"intptlat","intptlong","zcta5"
18.3522167205811,-65.8173904418945,"00745"
18.0013160705566,-66.2521820068359,"00751"
18.1471061706543,-65.9761657714844,"00754"
17.9954414367676,-66.3913345336914,"00757"
18.1300964355469,-65.4393692016602,"00765"
18.1331958770752,-66.4769134521484,"00766"
18.0694885253906,-65.8961639404297,"00767"
18.1037998199463,-66.3575897216797,"00769"
18.1871471405029,-65.8711853027344,"00771"
18.4389686584473,-65.9051742553711,"00772"
18.342887878418,-65.7231063842773,"00773"
18.3265991210938,-65.3077163696289,"00775"
18.2241325378418,-65.9085388183594,"00777"
18.2640762329102,-65.9785079956055,"00778"
18.1028347015381,-66.5681076049805,"00780"
18.2257080078125,-66.2216339111328,"00782"
18.3039093017578,-66.3261795043945,"00783"
18.0107135772705,-66.1336135864258,"00784"
18.155424118042,-66.2299041748047,"00786"
18.1367816925049,-65.8214797973633,"00791"
18.1989555358887,-66.3098297119141,"00794"
18.0604934692383,-66.5006256103516,"00795"
18.3498706817627,-64.9740142822266,"00801"
18.3408737182617,-64.9235076904297,"00802"
17.7430992126465,-64.6865539550781,"00820"
17.7235488891602,-64.7459335327148,"00823"
17.744556427002,-64.6829299926758,"00824"
18.3385581970215,-64.7365264892578,"00830"
18.3272933959961,-64.7867202758789,"00831"
17.7478713989258,-64.8806915283203,"00840"
17.7681331634521,-64.8078536987305,"00841"
17.7052536010742,-64.752555847168,"00850"
17.7322273254395,-64.7707595825195,"00851"
18.465368270874,-66.1046142578125,"00901"
18.4644603729248,-66.0949935913086,"00906"
18.4525527954102,-66.0778350830078,"00907"
18.4416103363037,-66.0671310424805,"00909"
18.4511585235596,-66.0561981201172,"00911"
18.4453277587891,-66.0601348876953,"00912"
18.4500026702881,-66.0426559448242,"00913"
18.4371795654297,-66.0455703735352,"00915"
18.4206733703613,-66.0501022338867,"00917"
18.4210224151611,-66.065788269043,"00918"
18.4142913818359,-66.0880432128906,"00920"
18.3922824859619,-66.0885543823242,"00921"
18.4093074798584,-66.0388870239258,"00923"
18.3991928100586,-66.012451171875,"00924"
18.4002952575684,-66.0506057739258,"00925"
18.3453998565674,-66.0515441894531,"00926"
18.388011932373,-66.0720901489258,"00927"
18.4113121032715,-66.1242370605469,"00934"
18.3954639434814,-66.0737686157227,"00936"
18.4306964874268,-66.2128295898438,"00949"
18.4596996307373,-66.2331008911133,"00950"
18.4275302886963,-66.253791809082,"00951"
18.4274482727051,-66.1820297241211,"00952"
18.3607292175293,-66.2515258789062,"00953"
18.3211364746094,-66.1704177856445,"00956"
18.3684139251709,-66.1876907348633,"00957"
18.3857841491699,-66.1556549072266,"00959"
18.416919708252,-66.1457977294922,"00960"
18.4133071899414,-66.164680480957,"00961"
18.4446144104004,-66.1488418579102,"00962"
18.4337577819824,-66.1147537231445,"00965"
18.4015216827393,-66.1175994873047,"00966"
18.4060840606689,-66.1012344360352,"00968"
18.3680610656738,-66.1080627441406,"00969"
18.318883895874,-66.1191864013672,"00971"
18.3361759185791,-65.9941024780273,"00976"
18.444393157959,-66.0300369262695,"00979"
18.4112606048584,-65.9920425415039,"00982"
18.4178161621094,-65.9758224487305,"00983"
18.4107704162598,-65.9479293823242,"00985"
18.3381614685059,-65.9410858154297,"00987"
42.0623664855957,-72.6257553100586,"01001"
42.3640594482422,-72.458740234375,"01002"
42.3899421691895,-72.5241088867188,"01003"
42.4188461303711,-72.1065979003906,"01005"
42.2790107727051,-72.4004669189453,"01007"
42.1901435852051,-72.9543533325195,"01008"
42.2119674682617,-72.3414306640625,"01009"
42.1281776428223,-72.2053527832031,"01010"
42.3002815246582,-72.9687194824219,"01011"
42.3754234313965,-72.8581924438477,"01012"
42.1549034118652,-72.6028060913086,"01013"
42.1726036071777,-72.5620727539062,"01020"
42.1977424621582,-72.5427093505859,"01022"
42.4654960632324,-72.9182662963867,"01026"
42.2950096130371,-72.7518768310547,"01027"
42.0623779296875,-72.4981079101562,"01028"
42.1933937072754,-73.0446472167969,"01029"
42.072925567627,-72.6869735717773,"01030"
42.3293991088867,-72.1981887817383,"01031"
42.4576148986816,-72.8147811889648,"01032"
42.2449493408203,-72.5001449584961,"01033"
42.0986747741699,-72.9615631103516,"01034"
42.3564910888672,-72.5686340332031,"01035"
42.0629463195801,-72.4172973632812,"01036"
42.3727264404297,-72.1954116821289,"01037"
42.3854942321777,-72.6069259643555,"01038"
42.4042778015137,-72.6889190673828,"01039"
42.2116546630859,-72.642448425293,"01040"
42.2867622375488,-72.8696975708008,"01050"
42.3563003540039,-72.7135848999023,"01053"
42.4688987731934,-72.4845809936523,"01054"
42.1835784912109,-72.4578094482422,"01056"
42.0935974121094,-72.3214950561523,"01057"
42.3214874267578,-72.6305847167969,"01060"
42.3283081054688,-72.7039260864258,"01062"
42.3188819885254,-72.6385269165039,"01063"
42.4069023132324,-72.6550216674805,"01066"
42.3508605957031,-72.0442504882812,"01068"
42.1877937316895,-72.3084716796875,"01069"
42.5184478759766,-72.9190139770508,"01070"
42.1600608825684,-72.8738555908203,"01071"
42.4569664001465,-72.4172439575195,"01072"
42.2269477844238,-72.741584777832,"01073"
42.3876037597656,-72.0932312011719,"01074"
42.2562065124512,-72.5810317993164,"01075"
42.0525703430176,-72.7773513793945,"01077"
42.1979141235352,-72.3297119140625,"01079"
42.1857261657715,-72.3615570068359,"01080"
42.0613136291504,-72.2344131469727,"01081"
42.2935333251953,-72.2786026000977,"01082"
42.2036437988281,-72.1945953369141,"01083"
42.3923683166504,-72.8822326660156,"01084"
42.1535034179688,-72.771598815918,"01085"
42.1304473876953,-72.7939682006836,"01086"
42.3917083740234,-72.6464920043945,"01088"
42.1254501342773,-72.6497344970703,"01089"
42.1918678283691,-72.235107421875,"01092"
42.4419441223145,-72.6618194580078,"01093"
42.3591079711914,-72.1368026733398,"01094"
42.138500213623,-72.4207153320312,"01095"
42.3971405029297,-72.7635726928711,"01096"
42.1780395507812,-72.8326110839844,"01097"
42.3943138122559,-72.943115234375,"01098"
42.1041069030762,-72.5920257568359,"01103"
42.1340103149414,-72.5653762817383,"01104"
42.0999565124512,-72.5807647705078,"01105"
42.0475654602051,-72.5711288452148,"01106"
42.1210594177246,-72.6070709228516,"01107"
42.0806922912598,-72.560791015625,"01108"
42.1196746826172,-72.5497283935547,"01109"
42.0941925048828,-72.5250778198242,"01118"
42.1249771118164,-72.5112075805664,"01119"
42.0922966003418,-72.4891357421875,"01128"
42.1186904907227,-72.4881973266602,"01129"
42.1518592834473,-72.5091323852539,"01151"
42.1205635070801,-72.6044692993164,"01199"
42.4482345581055,-73.2737274169922,"01201"
42.6237983703613,-73.1167373657227,"01220"
42.0587043762207,-73.3221740722656,"01222"
42.3122253417969,-73.1101226806641,"01223"
42.5131645202637,-73.1957397460938,"01224"
42.5634002685547,-73.1533355712891,"01225"
42.4811172485352,-73.1350708007812,"01226"
42.2763366699219,-73.3358993530273,"01229"
42.1731910705566,-73.3242797851562,"01230"
42.4256744384766,-73.0630111694336,"01235"
42.2664947509766,-73.3783950805664,"01236"
42.5478172302246,-73.2680358886719,"01237"
42.2975006103516,-73.2301483154297,"01238"
42.3678588867188,-73.2697601318359,"01240"
42.3337326049805,-73.2491989135742,"01242"
42.3501205444336,-73.0241088867188,"01243"
42.1180953979492,-73.2574996948242,"01244"
42.1868934631348,-73.2231063842773,"01245"
42.6985244750977,-73.0842971801758,"01247"
42.2066841125488,-73.1132125854492,"01253"
42.3820190429688,-73.3654937744141,"01254"
42.107494354248,-73.1186065673828,"01255"
42.594165802002,-73.0223236083984,"01256"
42.0852432250977,-73.3674850463867,"01257"
42.1092796325684,-73.4628829956055,"01258"
42.0754699707031,-73.234375,"01259"
42.2956962585449,-73.3425445556641,"01260"
42.2922019958496,-73.319206237793,"01262"
42.2315902709961,-73.2024307250977,"01264"
42.3123550415039,-73.3880462646484,"01266"
42.6716156005859,-73.2469787597656,"01267"
42.5152702331543,-73.0311660766602,"01270"
42.6267623901367,-72.6015319824219,"01301"
42.5139465332031,-72.8215179443359,"01330"
42.5624084472656,-72.1910781860352,"01331"
42.6893081665039,-72.5822525024414,"01337"
42.5726051330566,-72.8243026733398,"01338"
42.6037750244141,-72.8896408081055,"01339"
42.6947326660156,-72.7109527587891,"01340"
42.4969367980957,-72.7094116210938,"01341"
42.543888092041,-72.6094589233398,"01342"
42.6576232910156,-72.9789352416992,"01343"
42.6134185791016,-72.4264297485352,"01344"
42.6932754516602,-72.823112487793,"01346"
42.5592956542969,-72.5187530517578,"01347"
42.563060760498,-72.4821243286133,"01349"
42.7277717590332,-72.9853439331055,"01350"
42.5398788452148,-72.5216903686523,"01351"
42.6240768432617,-72.5086441040039,"01354"
42.4585494995117,-72.3271942138672,"01355"
42.6770896911621,-72.4538726806641,"01360"
42.6054382324219,-72.2920761108398,"01364"
42.4756202697754,-72.1924667358398,"01366"
42.6955337524414,-72.9091491699219,"01367"
42.6794548034668,-72.1769332885742,"01368"
42.5933380126953,-72.7269439697266,"01370"
42.4754791259766,-72.6154022216797,"01373"
42.4666900634766,-72.5467529296875,"01375"
42.5952796936035,-72.5550003051758,"01376"
42.6735343933105,-72.3532104492188,"01378"
42.5563087463379,-72.4071502685547,"01379"
42.5849266052246,-71.8168640136719,"01420"
42.6570053100586,-71.9234390258789,"01430"
42.6762924194336,-71.83251953125,"01431"
42.5665740966797,-71.5751342773438,"01432"
42.5389022827148,-71.6120300292969,"01434"
42.6020584106445,-72.0870132446289,"01436"
42.5622444152832,-72.0314025878906,"01438"
42.5842056274414,-71.9887390136719,"01440"
42.611759185791,-71.5652694702148,"01450"
42.5019073486328,-71.5681991577148,"01451"
42.4895973205566,-72.0028762817383,"01452"
42.5199775695801,-71.7631988525391,"01453"
42.5359306335449,-71.4905700683594,"01460"
42.5826072692871,-71.7204666137695,"01462"
42.6706428527832,-71.6028594970703,"01463"
42.5736541748047,-71.640983581543,"01464"
42.4896469116211,-71.6095733642578,"01467"
42.5427665710449,-72.0683441162109,"01468"
42.6648292541504,-71.6950836181641,"01469"
42.5545997619629,-71.9054412841797,"01473"
42.6696853637695,-71.7527542114258,"01474"
42.6681594848633,-72.0556411743164,"01475"
42.1987075805664,-71.8460083007812,"01501"
42.3849296569824,-71.6338882446289,"01503"
42.0399894714355,-71.5324096679688,"01504"
42.3550491333008,-71.7161560058594,"01505"
42.1807861328125,-72.1078872680664,"01506"
42.1339340209961,-71.9680252075195,"01507"
42.4118881225586,-71.6900024414062,"01510"
42.2096824645996,-72.0401763916016,"01515"
42.0530738830566,-71.7522430419922,"01516"
42.1274757385254,-72.1188201904297,"01518"
42.2034034729004,-71.6797409057617,"01519"
42.3363723754883,-71.8506240844727,"01520"
42.0467987060547,-72.1801452636719,"01521"
42.3756332397461,-71.8673782348633,"01522"
42.483570098877,-71.6755828857422,"01523"
42.2496032714844,-71.9192199707031,"01524"
42.1067924499512,-71.6305160522461,"01525"
42.1922454833984,-71.7776489257812,"01527"
42.0366401672363,-71.5787811279297,"01529"
42.3191261291504,-72.1308135986328,"01531"
42.3233413696289,-71.6462326049805,"01532"
42.1420745849609,-71.6433486938477,"01534"
42.2675628662109,-72.0668792724609,"01535"
42.2313079833984,-71.6926422119141,"01536"
42.1589660644531,-71.8970489501953,"01537"
42.1162643432617,-71.8574676513672,"01540"
42.4541244506836,-71.8775405883789,"01541"
42.2042503356934,-71.9089050292969,"01542"
42.3882865905762,-71.9698638916016,"01543"
42.2847671508789,-71.714225769043,"01545"
42.0597381591797,-72.0339050292969,"01550"
42.1753959655762,-71.6742248535156,"01560"
42.4439697265625,-71.6855850219727,"01561"
42.2472114562988,-71.9918670654297,"01562"
42.447925567627,-71.7760467529297,"01564"
42.103214263916,-72.0795440673828,"01566"
42.1765251159668,-71.6035842895508,"01568"
42.0559310913086,-71.631233215332,"01569"
42.0475311279297,-71.8469543457031,"01570"
42.0537796020508,-71.9350738525391,"01571"
42.268424987793,-71.6133117675781,"01581"
42.3694152832031,-71.7850341796875,"01583"
42.240795135498,-72.1626434326172,"01585"
42.1187934875488,-71.672492980957,"01588"
42.1320495605469,-71.7503204345703,"01590"
42.2691879272461,-71.8507308959961,"01602"
42.2438278198242,-71.8435668945312,"01603"
42.2532539367676,-71.7679595947266,"01604"
42.2896842956543,-71.7877960205078,"01605"
42.3152503967285,-71.7957382202148,"01606"
42.2259750366211,-71.7888946533203,"01607"
42.2619781494141,-71.8014602661133,"01608"
42.2851142883301,-71.8299865722656,"01609"
42.2470474243164,-71.8083648681641,"01610"
42.2376022338867,-71.8758392333984,"01611"
42.2967987060547,-71.9289932250977,"01612"
42.3195877075195,-71.4428024291992,"01701"
42.2823791503906,-71.4366226196289,"01702"
42.5198173522949,-71.4292831420898,"01718"
42.4859848022461,-71.5209884643555,"01719"
42.4839515686035,-71.4384918212891,"01720"
42.257755279541,-71.4735260009766,"01721"
42.4992942810059,-71.2818908691406,"01730"
42.4567489624023,-71.2794876098633,"01731"
42.43994140625,-71.6018753051758,"01740"
42.53662109375,-71.3618316650391,"01741"
42.4629096984863,-71.3644943237305,"01742"
42.2921142578125,-71.4991989135742,"01745"
42.1959495544434,-71.4534301757812,"01746"
42.1230087280273,-71.5314025878906,"01747"
42.2240943908691,-71.5404891967773,"01748"
42.3890724182129,-71.5458602905273,"01749"
42.3496170043945,-71.5472106933594,"01752"
42.4259567260742,-71.4562530517578,"01754"
42.0938682556152,-71.5445175170898,"01756"
42.15869140625,-71.5214157104492,"01757"
42.2848205566406,-71.3488082885742,"01760"
42.2319488525391,-71.3729629516602,"01770"
42.3028755187988,-71.5308303833008,"01772"
42.4255065917969,-71.3108139038086,"01773"
42.4296875,-71.5125122070312,"01775"
42.3833656311035,-71.4210662841797,"01776"
42.3436851501465,-71.3811874389648,"01778"
42.48876953125,-71.1544342041016,"01801"
42.5032272338867,-71.2017135620117,"01803"
42.6480445861816,-71.161750793457,"01810"
42.5493316650391,-71.2517242431641,"01821"
42.5907897949219,-71.3551788330078,"01824"
42.6797218322754,-71.3006820678711,"01826"
42.6761474609375,-71.4997711181641,"01827"
42.796314239502,-71.0534362792969,"01830"
42.7911148071289,-71.1328582763672,"01832"
42.7278785705566,-70.9820327758789,"01833"
42.7538986206055,-71.0159378051758,"01834"
42.7512321472168,-71.0942993164062,"01835"
42.7067642211914,-71.160400390625,"01840"
42.7120132446289,-71.1648712158203,"01841"
42.6899757385254,-71.1603851318359,"01843"
42.7424697875977,-71.1792144775391,"01844"
42.6739082336426,-71.0913314819336,"01845"
42.6560440063477,-71.3033065795898,"01850"
42.6278114318848,-71.3353271484375,"01851"
42.6319122314453,-71.296028137207,"01852"
42.6494827270508,-71.3482284545898,"01854"
42.8386039733887,-71.0119934082031,"01860"
42.5785446166992,-71.2955932617188,"01862"
42.6337814331055,-71.3894729614258,"01863"
42.5782203674316,-71.0843963623047,"01864"
42.5351829528809,-71.1054229736328,"01867"
42.6118011474609,-71.2275695800781,"01876"
42.6677627563477,-71.4288177490234,"01879"
42.5015258789062,-71.0674896240234,"01880"
42.5855407714844,-71.4402465820312,"01886"
42.5646476745605,-71.1645126342773,"01887"
42.452751159668,-71.1443176269531,"01890"
42.4604187011719,-70.9463806152344,"01901"
42.4710388183594,-70.941535949707,"01902"
42.4924545288086,-70.9739303588867,"01904"
42.4659996032715,-70.9757919311523,"01905"
42.468433380127,-71.0139465332031,"01906"
42.4741439819336,-70.9065933227539,"01907"
42.4282569885254,-70.9260406494141,"01908"
42.8512916564941,-70.955810546875,"01913"
42.5706634521484,-70.8675842285156,"01915"
42.6831092834473,-71.0183334350586,"01921"
42.7573127746582,-70.9142379760742,"01922"
42.5741729736328,-70.9505157470703,"01923"
42.6404190063477,-70.7711715698242,"01929"
42.6199111938477,-70.6818237304688,"01930"
42.5857238769531,-70.9840545654297,"01937"
42.6838607788086,-70.8426666259766,"01938"
42.5341453552246,-71.038330078125,"01940"
42.5766372680664,-70.7671508789062,"01944"
42.5018348693848,-70.8591232299805,"01945"
42.6066665649414,-71.0103149414062,"01949"
42.8123588562012,-70.8910980224609,"01950"
42.7733497619629,-70.850212097168,"01951"
42.8447914123535,-70.8414764404297,"01952"
42.5342788696289,-70.9697799682617,"01960"
42.6407165527344,-70.620246887207,"01966"
42.720874786377,-70.8912200927734,"01969"
42.5244331359863,-70.8708572387695,"01970"
42.6262245178223,-70.8572311401367,"01982"
42.6413803100586,-70.9434432983398,"01983"
42.6006317138672,-70.88330078125,"01984"
42.7995643615723,-70.9644317626953,"01985"
42.0766830444336,-71.4744873046875,"02019"
42.1757354736328,-71.1253814697266,"02021"
42.2364234924316,-70.8144378662109,"02025"
42.2468719482422,-71.1794586181641,"02026"
42.2341613769531,-71.2911682128906,"02030"
42.1568832397461,-71.2161865234375,"02032"
42.061336517334,-71.2458038330078,"02035"
42.0848579406738,-71.4105682373047,"02038"
42.2160987854004,-70.8812713623047,"02043"
42.2922515869141,-70.9239196777344,"02045"
42.1339149475098,-70.68603515625,"02047"
42.0173034667969,-71.2164077758789,"02048"
42.1151390075684,-70.710334777832,"02050"
42.1846008300781,-71.305305480957,"02052"
42.1562042236328,-71.4303436279297,"02053"
42.1731033325195,-71.3637542724609,"02054"
42.1136627197266,-71.3375549316406,"02056"
42.1645698547363,-70.81884765625,"02061"
42.1873588562012,-71.1959533691406,"02062"
42.2022743225098,-70.758186340332,"02066"
42.1076011657715,-71.1818313598633,"02067"
42.1034240722656,-71.2735900878906,"02071"
42.1190071105957,-71.1036529541016,"02072"
42.1466903686523,-71.2705307006836,"02081"
42.2196464538574,-71.2167663574219,"02090"
42.0526695251465,-71.3568572998047,"02093"
42.3577575683594,-71.0649032592773,"02108"
42.3670310974121,-71.0504913330078,"02109"
42.3619613647461,-71.0478439331055,"02110"
42.3505172729492,-71.0590744018555,"02111"
42.3653297424316,-71.0552291870117,"02113"
42.3631744384766,-71.0686492919922,"02114"
42.3371047973633,-71.1056976318359,"02115"
42.3505783081055,-71.0764007568359,"02116"
42.3375816345215,-71.0704803466797,"02118"
42.3240280151367,-71.0850143432617,"02119"
42.332088470459,-71.0965423583984,"02120"
42.306266784668,-71.0858993530273,"02121"
42.2914123535156,-71.0421600341797,"02122"
42.2858047485352,-71.0705718994141,"02124"
42.3156814575195,-71.0555572509766,"02125"
42.274227142334,-71.0974197387695,"02126"
42.3349914550781,-71.0390930175781,"02127"
42.3611297607422,-71.0069732666016,"02128"
42.3796577453613,-71.0614852905273,"02129"
42.3091735839844,-71.1138381958008,"02130"
42.2843322753906,-71.1262283325195,"02131"
42.2804565429688,-71.1620178222656,"02132"
42.3580169677734,-71.1286087036133,"02134"
42.3496894836426,-71.1539611816406,"02135"
42.2550811767578,-71.1292190551758,"02136"
42.379638671875,-71.1351547241211,"02138"
42.3629875183105,-71.1033554077148,"02139"
42.3921585083008,-71.1339950561523,"02140"
42.3703002929688,-71.0825576782227,"02141"
42.3614692687988,-71.0819931030273,"02142"
42.3814086914062,-71.0967102050781,"02143"
42.3996543884277,-71.1225509643555,"02144"
42.3915786743164,-71.0899124145508,"02145"
42.4293785095215,-71.058708190918,"02148"
42.4059371948242,-71.0546493530273,"02149"
42.3968238830566,-71.0313491821289,"02150"
42.4182891845703,-71.0012512207031,"02151"
42.3730545043945,-70.9748077392578,"02152"
42.4238395690918,-71.1076736450195,"02155"
42.3661689758301,-71.1228485107422,"02163"
42.2483863830566,-71.0022811889648,"02169"
42.266414642334,-71.0155792236328,"02170"
42.293327331543,-71.018196105957,"02171"
42.4557228088379,-71.0590209960938,"02176"
42.4742088317871,-71.0976638793945,"02180"
42.2061882019043,-71.0023193359375,"02184"
42.2415580749512,-71.0824356079102,"02186"
42.2045783996582,-70.9577560424805,"02188"
42.2097778320312,-70.9281921386719,"02189"
42.1667327880859,-70.9523620605469,"02190"
42.2434539794922,-70.9420318603516,"02191"
42.3474769592285,-71.08203125,"02199"
42.3605880737305,-71.0587387084961,"02203"
42.3474731445312,-71.0392684936523,"02210"
42.3476333618164,-71.1030807495117,"02215"
42.078369140625,-71.0423049926758,"02301"
42.0889053344727,-70.9983749389648,"02302"
42.1324615478516,-71.0540161132812,"02322"
41.9723854064941,-70.9787750244141,"02324"
41.8786430358887,-70.7431945800781,"02330"
42.0443229675293,-70.7060699462891,"02332"
42.0372772216797,-70.9404602050781,"02333"
42.0028114318848,-70.8634719848633,"02338"
42.1229553222656,-70.8563079833984,"02339"
42.050464630127,-70.8674163818359,"02341"
42.1402435302734,-70.9973449707031,"02343"
41.878002166748,-70.869270324707,"02346"
41.8344116210938,-70.957160949707,"02347"
42.1199645996094,-70.9572143554688,"02351"
42.0605316162109,-71.1196746826172,"02356"
42.0549774169922,-71.0806503295898,"02357"
42.0678024291992,-70.8057098388672,"02359"
41.8820571899414,-70.6312866210938,"02360"
41.9871978759766,-70.741943359375,"02364"
41.8509826660156,-70.6549835205078,"02366"
41.959098815918,-70.8027496337891,"02367"
42.1764450073242,-71.0515670776367,"02368"
42.1303977966309,-70.9106140136719,"02370"
42.0030403137207,-71.0769271850586,"02375"
42.0216178894043,-71.0267181396484,"02379"
42.0789756774902,-70.9393920898438,"02382"
42.4570541381836,-71.215461730957,"02420"
42.4385452270508,-71.2395706176758,"02421"
42.3254814147949,-71.1350479125977,"02445"
42.3434982299805,-71.1222457885742,"02446"
42.3978233337402,-71.2556991577148,"02451"
42.3927192687988,-71.2135314941406,"02452"
42.3695411682129,-71.2405166625977,"02453"
42.299388885498,-71.2742385864258,"02457"
42.3535842895508,-71.1881942749023,"02458"
42.3147773742676,-71.1920166015625,"02459"
42.3518257141113,-71.2084884643555,"02460"
42.3173637390137,-71.2065048217773,"02461"
42.3287086486816,-71.2558975219727,"02462"
42.3129768371582,-71.218879699707,"02464"
42.3489112854004,-71.2263336181641,"02465"
42.3444557189941,-71.2486190795898,"02466"
42.3143196105957,-71.1527786254883,"02467"
42.3285522460938,-71.2295303344727,"02468"
42.3694496154785,-71.1779251098633,"02472"
42.4209480285645,-71.1563720703125,"02474"
42.4156379699707,-71.175666809082,"02476"
42.3953170776367,-71.1802825927734,"02478"
42.3119468688965,-71.275520324707,"02481"
42.293098449707,-71.2985382080078,"02482"
42.2760276794434,-71.2445449829102,"02492"
42.3605003356934,-71.3034362792969,"02493"
42.2994918823242,-71.2325210571289,"02494"
41.7517585754395,-70.5975494384766,"02532"
41.6689414978027,-70.6194076538086,"02534"
41.3379592895508,-70.7616729736328,"02535"
41.596305847168,-70.5674667358398,"02536"
41.7284164428711,-70.4358139038086,"02537"
41.7774772644043,-70.6421508789062,"02538"
41.3776550292969,-70.5220794677734,"02539"
41.5738792419434,-70.6320495605469,"02540"
41.7078399658203,-70.5455169677734,"02542"
41.4789733886719,-70.7669143676758,"02543"
41.7115592956543,-70.6228561401367,"02553"
41.291072845459,-70.0933303833008,"02554"
41.6394462585449,-70.62451171875,"02556"
41.4417114257812,-70.5761413574219,"02557"
41.7450180053711,-70.6535110473633,"02558"
41.690242767334,-70.6162796020508,"02559"
41.7667388916016,-70.5405960083008,"02561"
41.7872085571289,-70.5267181396484,"02562"
41.7281379699707,-70.4765472412109,"02563"
41.2719345092773,-69.9844131469727,"02564"
41.4586067199707,-70.6134796142578,"02568"
41.7611885070801,-70.6959915161133,"02571"
41.4002532958984,-70.6569366455078,"02575"
41.7722206115723,-70.7629470825195,"02576"
41.258846282959,-70.0073318481445,"02584"
41.6579627990723,-70.298095703125,"02601"
41.7067680358887,-70.3125305175781,"02630"
41.7475128173828,-70.0662231445312,"02631"
41.6590957641602,-70.3468780517578,"02632"
41.6897354125977,-69.9721221923828,"02633"
41.6240539550781,-70.4393997192383,"02635"
41.7057266235352,-70.2709274291992,"02637"
41.7302284240723,-70.197395324707,"02638"
41.6680679321289,-70.1369781494141,"02639"
41.7512474060059,-70.1534729003906,"02641"
41.8413314819336,-69.9774322509766,"02642"
41.7977752685547,-69.9373245239258,"02643"
41.6834869384766,-70.5107879638672,"02644"
41.711051940918,-70.0576095581055,"02645"
41.670597076416,-70.0714492797852,"02646"
41.630126953125,-70.3101425170898,"02647"
41.6709442138672,-70.4153671264648,"02648"
41.6168022155762,-70.4900970458984,"02649"
41.7019462585449,-69.9613723754883,"02650"
41.8749847412109,-70.0034942626953,"02651"
42.0495376586914,-70.0949935913086,"02652"
41.7691268920898,-69.9735794067383,"02653"
41.6279830932617,-70.3920135498047,"02655"
42.0598297119141,-70.2004089355469,"02657"
41.6814651489258,-70.0235366821289,"02659"
41.7076988220215,-70.158561706543,"02660"
41.8944435119629,-70.0121765136719,"02663"
41.6747283935547,-70.1956481933594,"02664"
41.990779876709,-70.0457153320312,"02666"
41.9219970703125,-70.0233535766602,"02667"
41.7162170410156,-70.3630676269531,"02668"
41.6666946411133,-69.9897155761719,"02669"
41.6601142883301,-70.1706771850586,"02670"
41.6708374023438,-70.1134033203125,"02671"
