"state","zcta5","stab","zipname","intptlon","intptlat","pop2k","afact"
"FIPS state","ZIP Census Tabulation Area","State Postal Code","zipname","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2000 census","state to zcta5 alloc factor"
"37","28077","NC","HIGH SHOALS",-81.203048,35.406432,551,0.000068 
"37","28078","NC","CORNELIUS",-80.864686,35.415474,27883,0.003464 
"37","28079","NC","INDIAN TRAIL",-80.6184,35.104363,11315,0.001406 
"37","28080","NC","IRON STATION",-81.119262,35.451454,6210,0.000771 
"37","28081","NC","KANNAPOLIS",-80.651433,35.498704,23696,0.002944 
"37","28083","NC","KANNAPOLIS",-80.600412,35.490679,20209,0.002511 
"37","28086","NC","KINGS MOUNTAIN",-81.376816,35.244849,24382,0.003029 
"37","28088","NC","LANDIS",-80.612547,35.544478,3093,0.000384 
"37","28089","NC","LATTIMORE",-81.662725,35.318853,262,0.000033 
"37","28090","NC","LAWNDALE",-81.552795,35.446611,8275,0.001028 
"37","28091","NC","LILESVILLE",-79.963012,34.967291,2335,0.00029 
"37","28092","NC","BOGER CITY",-81.234409,35.476271,35214,0.004375 
"37","28097","NC","LOCUST",-80.428747,35.262751,3009,0.000374 
"37","28098","NC","LOWELL",-81.099446,35.268644,2656,0.00033 
"37","28101","NC","MC ADENVILLE",-81.079397,35.256433,482,0.00006 
"37","28102","NC","MC FARLAN",-79.969898,34.814997,109,0.000014 
"37","28103","NC","MARSHVILLE",-80.361855,35.001795,9095,0.00113 
"37","28104","NC","28104",-80.684044,35.070683,19107,0.002374 
"37","28105","NC","STALLINGS",-80.717944,35.12287,32092,0.003987 
"37","28107","NC","MIDLAND",-80.528734,35.249984,5263,0.000654 
"37","28109","NC","MISENHEIMER",-80.286261,35.486743,460,0.000057 
"37","28110","NC","MONROE",-80.558898,35.033634,36515,0.004536 
"37","28112","NC","MONROE",-80.550342,34.933703,22714,0.002822 
"37","28114","NC","MOORESBORO",-81.756898,35.239056,7016,0.000872 
"37","28115","NC","MOORESVILLE",-80.803762,35.58293,24930,0.003097 
"37","28117","NC","28117",-80.888381,35.571841,18347,0.002279 
"37","28119","NC","MORVEN",-80.026962,34.850429,2954,0.000367 
"37","28120","NC","MOUNT HOLLY",-81.033702,35.311669,15595,0.001937 
"37","28124","NC","MOUNT PLEASANT",-80.417968,35.405143,5463,0.000679 
"37","28125","NC","MOUNT ULLA",-80.708664,35.65457,1940,0.000241 
"37","28127","NC","NEW LONDON",-80.176312,35.444047,7083,0.00088 
"37","28128","NC","NORWOOD",-80.143994,35.22748,7604,0.000945 
"37","28129","NC","OAKBORO",-80.332505,35.235004,4841,0.000601 
"37","28133","NC","PEACHLAND",-80.271463,34.99665,2840,0.000353 
"37","28134","NC","PINEVILLE",-80.882349,35.067585,7501,0.000932 
"37","28135","NC","POLKTON",-80.202155,35.023612,4151,0.000516 
"37","28137","NC","RICHFIELD",-80.269978,35.481219,2777,0.000345 
"37","28138","NC","ROCKWELL",-80.435744,35.535343,10073,0.001251 
"37","28139","NC","RUTHERFORDTON",-81.975881,35.358784,17943,0.002229 
"37","28144","NC","SALISBURY",-80.473021,35.682258,26497,0.003292 
"37","28146","NC","SALISBURY",-80.430997,35.615188,24972,0.003102 
"37","28147","NC","SALISBURY",-80.54958,35.668043,21864,0.002716 
"37","28150","NC","KINGSTOWN",-81.538657,35.319631,28690,0.003564 
"37","28152","NC","SHELBY",-81.572431,35.251393,21879,0.002718 
"37","28159","NC","SPENCER",-80.433963,35.693252,3055,0.00038 
"37","28160","NC","SPINDALE",-81.923478,35.360158,4213,0.000523 
"37","28163","NC","STANFIELD",-80.411775,35.240594,6598,0.00082 
"37","28164","NC","STANLEY",-81.068063,35.377688,12662,0.001573 
"37","28166","NC","TROUTMAN",-80.878292,35.68312,6365,0.000791 
"37","28167","NC","UNION MILLS",-81.974893,35.499664,2365,0.000294 
"37","28168","NC","VALE",-81.424983,35.549423,9366,0.001164 
"37","28169","NC","WACO",-81.427929,35.36049,234,0.000029 
"37","28170","NC","WADESBORO",-80.078415,34.966867,12321,0.001531 
"37","28173","NC","WEDDINGTON",-80.743526,34.937902,17732,0.002203 
"37","28174","NC","WINGATE",-80.44226,34.980877,7024,0.000873 
"37","28202","NC","CHARLOTTE",-80.841572,35.229249,5032,0.000625 
"37","28203","NC","CHARLOTTE",-80.857864,35.207667,10162,0.001262 
"37","28204","NC","CHARLOTTE",-80.823521,35.214595,4900,0.000609 
"37","28205","NC","CHARLOTTE",-80.7873,35.220334,46301,0.005752 
"37","28206","NC","CHARLOTTE",-80.826044,35.252904,12539,0.001558 
"37","28207","NC","CHARLOTTE",-80.826526,35.194679,8691,0.00108 
"37","28208","NC","CHARLOTTE",-80.895618,35.238119,35890,0.004459 
"37","28209","NC","CHARLOTTE",-80.855735,35.179374,19759,0.002455 
"37","28210","NC","CHARLOTTE",-80.85851,35.128974,40857,0.005076 
"37","28211","NC","CHARLOTTE",-80.793778,35.169017,27757,0.003448 
"37","28212","NC","CHARLOTTE",-80.744437,35.190769,35367,0.004394 
"37","28213","NC","CHARLOTTE",-80.755197,35.28007,25882,0.003215 
"37","28214","NC","CHARLOTTE",-80.957234,35.277699,20811,0.002585 
"37","28215","NC","CHARLOTTE",-80.721772,35.245549,41259,0.005126 
"37","28216","NC","CHARLOTTE",-80.873989,35.29423,29763,0.003698 
"37","28217","NC","CHARLOTTE",-80.897532,35.160575,19388,0.002409 
"37","28223","NC","CHARLOTTE",-80.726188,35.305784,3265,0.000406 
"37","28226","NC","CHARLOTTE",-80.822169,35.105739,35311,0.004387 
"37","28227","NC","CHARLOTTE",-80.684926,35.192316,39535,0.004912 
"37","28262","NC","CHARLOTTE",-80.738742,35.317963,18168,0.002257 
"37","28269","NC","CHARLOTTE",-80.796701,35.334677,42356,0.005262 
"37","28270","NC","CHARLOTTE",-80.761762,35.115052,25941,0.003223 
"37","28273","NC","CHARLOTTE",-80.951416,35.13018,18281,0.002271 
"37","28277","NC","CHARLOTTE",-80.813201,35.058129,33905,0.004212 
"37","28278","NC","CHARLOTTE",-81.005319,35.122704,6175,0.000767 
"37","28301","NC","EAST FAYETTEVILL",-78.841338,35.053441,35152,0.004367 
"37","28303","NC","BONNIE DOONE",-78.958972,35.08435,32039,0.00398 
"37","28304","NC","FAYETTEVILLE",-78.972728,35.025875,36056,0.004479 
"37","28305","NC","FAYETTEVILLE",-78.905387,35.05587,6087,0.000756 
"37","28306","NC","FAYETTEVILLE",-78.941684,34.992123,29850,0.003708 
"37","28307","NC","FORT BRAGG",-79.002576,35.139758,31769,0.003947 
"37","28311","NC","FAYETTEVILLE",-78.893009,35.136578,33101,0.004112 
"37","28314","NC","FAYETTEVILLE",-79.013217,35.058914,47879,0.005948 
"37","28315","NC","ABERDEEN",-79.436373,35.121531,9524,0.001183 
"37","28318","NC","AUTRYVILLE",-78.613487,35.031323,4019,0.000499 
"37","28320","NC","BLADENBORO",-78.779811,34.561111,8810,0.001095 
"37","28323","NC","BUNNLEVEL",-78.833375,35.310027,2225,0.000276 
"37","28325","NC","CALYPSO",-78.102984,35.152814,373,0.000046 
"37","28326","NC","JOHNSONVILLE",-79.150341,35.282642,10205,0.001268 
"37","28327","NC","CARTHAGE",-79.391035,35.318673,13256,0.001647 
"37","28328","NC","CLINTON",-78.331674,35.003586,25313,0.003145 
"37","28330","NC","CORDOVA",-79.822156,34.912442,324,0.00004 
"37","28332","NC","DUBLIN",-78.72073,34.656254,537,0.000067 
"37","28333","NC","DUDLEY",-78.022168,35.292702,11543,0.001434 
"37","28334","NC","DUNN",-78.588566,35.290756,23391,0.002906 
"37","28337","NC","ELIZABETHTOWN",-78.606754,34.637485,9225,0.001146 
"37","28338","NC","ELLERBE",-79.746222,35.088488,4583,0.000569 
"37","28339","NC","ERWIN",-78.686641,35.328796,6652,0.000826 
"37","28340","NC","MCDONALD",-79.129978,34.482603,11020,0.001369 
"37","28341","NC","FAISON",-78.17533,35.112569,4260,0.000529 
"37","28342","NC","FALCON",-78.651453,35.192569,356,0.000044 
"37","28343","NC","GIBSON",-79.586451,34.766079,1769,0.00022 
"37","28344","NC","GODWIN",-78.633129,35.166121,3018,0.000375 
"37","28345","NC","HAMLET",-79.697285,34.88458,12311,0.001529 
"37","28347","NC","HOFFMAN",-79.538207,35.041722,2663,0.000331 
"37","28348","NC","HOPE MILLS",-78.934534,34.957749,25617,0.003183 
"37","28349","NC","KENANSVILLE",-77.934874,34.977246,3472,0.000431 
"37","28350","NC","LAKEVIEW",-79.312034,35.243129,368,0.000046 
"37","28351","NC","LAUREL HILL",-79.556191,34.830787,5100,0.000634 
"37","28352","NC","LAURINBURG",-79.469639,34.761056,25162,0.003126 
"37","28356","NC","LINDEN",-78.805936,35.241006,3896,0.000484 
"37","28357","NC","LUMBER BRIDGE",-79.074685,34.907107,2883,0.000358 
"37","28358","NC","LUMBERTON",-78.98467,34.617168,36671,0.004556 
"37","28360","NC","28360",-79.069653,34.669695,12791,0.001589 
"37","28362","NC","MARIETTA",-79.123964,34.365844,80,0.00001 
"37","28363","NC","MARSTON",-79.535883,34.940399,1062,0.000132 
"37","28364","NC","MAXTON",-79.31668,34.727417,13513,0.001679 
"37","28365","NC","MOUNT OLIVE",-78.050189,35.184715,15135,0.00188 
"37","28366","NC","NEWTON GROVE",-78.36008,35.228624,4726,0.000587 
"37","28367","NC","NORMAN",-79.726957,35.174089,79,0.00001 
"37","28368","NC","OLIVIA",-79.102994,35.350805,433,0.000054 
"37","28369","NC","ORRUM",-79.037074,34.461251,2777,0.000345 
"37","28371","NC","PARKTON",-78.999767,34.914947,5083,0.000631 
"37","28372","NC","PEMBROKE",-79.184381,34.693922,12337,0.001533 
"37","28373","NC","PINEBLUFF",-79.475763,35.105094,1063,0.000132 
"37","28374","NC","PINEHURST",-79.466364,35.194696,11314,0.001406 
"37","28376","NC","RAEFORD",-79.186348,34.999319,25759,0.0032 
"37","28377","NC","RED SPRINGS",-79.191907,34.827557,11932,0.001482 
"37","28378","NC","REX",-79.050518,34.85859,49,6E-6 
"37","28379","NC","ROCKINGHAM",-79.760085,34.935654,26132,0.003246 
"37","28382","NC","ROSEBORO",-78.52295,34.945691,5999,0.000745 
"37","28383","NC","ROWLAND",-79.253062,34.585056,7498,0.000932 
"37","28384","NC","SAINT PAULS",-78.95879,34.807534,10404,0.001293 
"37","28385","NC","SALEMBURG",-78.504977,35.06284,4233,0.000526 
"37","28386","NC","SHANNON",-79.107855,34.836947,5422,0.000674 
"37","28387","NC","SOUTHERN PINES",-79.390278,35.17765,13242,0.001645 
"37","28390","NC","SPRING LAKE",-78.962867,35.213796,20201,0.00251 
"37","28391","NC","STEDMAN",-78.690949,35.033434,4398,0.000546 
"37","28392","NC","TAR HEEL",-78.8164,34.743524,1759,0.000219 
"37","28393","NC","TURKEY",-78.188726,34.988276,1964,0.000244 
"37","28394","NC","VASS",-79.226163,35.217995,4258,0.000529 
"37","28395","NC","WADE",-78.72161,35.135226,2134,0.000265 
"37","28396","NC","WAGRAM",-79.394223,34.911462,2714,0.000337 
"37","28398","NC","BOWDENS",-78.078625,34.994681,7195,0.000894 
"37","28399","NC","WHITE OAK",-78.720501,34.767341,2075,0.000258 
"37","283XX","NC","283XX",-79.509488,34.98526,3,0 
"37","28401","NC","CAPE FEAR",-77.937387,34.227891,21799,0.002708 
"37","28403","NC","WILMINGTON",-77.883654,34.224052,30334,0.003769 
"37","28405","NC","OGDEN",-77.866138,34.259996,24968,0.003102 
"37","28409","NC","WILMINGTON",-77.872796,34.164112,26376,0.003277 
"37","28411","NC","28411",-77.809943,34.283961,17332,0.002153 
"37","28412","NC","WILMINGTON",-77.911102,34.149383,23510,0.002921 
"37","28420","NC","ASH",-78.5216,34.042861,3672,0.000456 
"37","28421","NC","ATKINSON",-78.166183,34.520661,1419,0.000176 
"37","28422","NC","BOLIVIA",-78.179428,34.018752,4637,0.000576 
"37","28423","NC","BOLTON",-78.387669,34.334195,2194,0.000273 
"37","28425","NC","BURGAW",-77.928135,34.54607,9483,0.001178 
"37","28428","NC","CAROLINA BEACH",-77.896066,34.037865,5154,0.00064 
"37","28429","NC","CASTLE HAYNE",-77.912529,34.324794,7327,0.00091 
"37","28430","NC","CERRO GORDO",-78.931181,34.298957,2061,0.000256 
"37","28431","NC","CHADBOURN",-78.834919,34.313,7289,0.000906 
"37","28432","NC","CLARENDON",-78.765176,34.179754,1655,0.000206 
"37","28433","NC","CLARKTON",-78.630835,34.492657,4893,0.000608 
"37","28434","NC","COUNCIL",-78.468755,34.451132,1745,0.000217 
"37","28435","NC","CURRIE",-78.094734,34.452208,2378,0.000295 
"37","28436","NC","DELCO",-78.255751,34.289658,1714,0.000213 
"37","28438","NC","EVERGREEN",-78.913207,34.427356,1650,0.000205 
"37","28439","NC","FAIR BLUFF",-79.025657,34.30774,1745,0.000217 
"37","28441","NC","GARLAND",-78.426103,34.791082,3531,0.000439 
"37","28442","NC","HALLSBORO",-78.61273,34.314612,1794,0.000223 
"37","28443","NC","HAMPSTEAD",-77.662371,34.394114,11594,0.00144 
"37","28444","NC","HARRELLS",-78.281175,34.695949,2157,0.000268 
"37","28445","NC","SURF CITY",-77.534939,34.474616,4606,0.000572 
"37","28447","NC","IVANHOE",-78.227692,34.604325,1162,0.000144 
"37","28448","NC","KELLY",-78.318773,34.480216,1004,0.000125 
"37","28449","NC","KURE BEACH",-77.908405,33.999857,1493,0.000185 
"37","28450","NC","LAKE WACCAMAW",-78.519501,34.333181,2357,0.000293 
"37","28451","NC","LELAND",-78.059747,34.247545,15833,0.001967 
"37","28452","NC","LONGWOOD",-78.553879,34.006891,360,0.000045 
"37","28453","NC","MAGNOLIA",-78.053052,34.889814,3444,0.000428 
"37","28454","NC","MAPLE HILL",-77.641474,34.679715,2544,0.000316 
"37","28455","NC","NAKINA",-78.650588,34.108302,1789,0.000222 
"37","28456","NC","RIEGELWOOD",-78.272423,34.364068,3507,0.000436 
"37","28457","NC","ROCKY POINT",-77.915898,34.430079,8047,0.001 
"37","28458","NC","ROSE HILL",-78.041579,34.820652,5923,0.000736 
"37","28460","NC","SNEADS FERRY",-77.402611,34.535697,5233,0.00065 
"37","28461","NC","BOILING SPRING L",-78.044557,33.970514,9095,0.00113 
"37","28462","NC","HOLDEN BEACH",-78.293454,33.951825,9822,0.00122 
"37","28463","NC","TABOR CITY",-78.82038,34.127316,7969,0.00099 
"37","28464","NC","TEACHEY",-78.021401,34.772551,1746,0.000217 
"37","28465","NC","OAK ISLAND",-78.128118,33.917043,6782,0.000843 
"37","28466","NC","WALLACE",-77.959184,34.744455,8456,0.001051 
"37","28467","NC","CALABASH",-78.576015,33.906496,5147,0.000639 
"37","28468","NC","SUNSET BEACH",-78.516002,33.897801,2988,0.000371 
"37","28469","NC","OCEAN ISLE BEACH",-78.454427,33.914469,4384,0.000545 
"37","28470","NC","SOUTH BRUNSWICK",-78.385275,33.952475,7296,0.000906 
"37","28471","NC","WATHA",-77.9946,34.620155,1921,0.000239 
"37","28472","NC","WHITEVILLE",-78.71289,34.315856,18960,0.002355 
"37","28478","NC","WILLARD",-78.032823,34.682647,2257,0.00028 
"37","28479","NC","WINNABOW",-78.06291,34.130414,2869,0.000356 
"37","28480","NC","WRIGHTSVILLE BEA",-77.797881,34.211629,2564,0.000319 
"37","284XX","NC","284XX",-78.277134,34.114019,5,1E-6 
"37","28501","NC","KINSTON",-77.56245,35.270199,21864,0.002716 
"37","28504","NC","28504",-77.635411,35.265229,21535,0.002675 
"37","28508","NC","ALBERTSON",-77.822908,35.113967,1771,0.00022 
"37","28510","NC","ARAPAHOE",-76.806976,34.999315,1423,0.000177 
"37","28511","NC","ATLANTIC",-76.352111,34.888308,817,0.000101 
"37","28512","NC","PINE KNOLL SHORE",-76.778405,34.69871,3538,0.00044 
"37","28513","NC","AYDEN",-77.415033,35.456146,9930,0.001234 
"37","28515","NC","BAYBORO",-76.739499,35.161852,3389,0.000421 
"37","28516","NC","BEAUFORT",-76.630289,34.760968,10430,0.001296 
"37","28518","NC","BEULAVILLE",-77.759487,34.904976,6116,0.00076 
"37","28519","NC","BRIDGETON",-77.021206,35.121871,316,0.000039 
"37","28520","NC","CEDAR ISLAND",-76.322843,34.976506,328,0.000041 
"37","28521","NC","CHINQUAPIN",-77.756573,34.828162,1964,0.000244 
"37","28523","NC","COVE CITY",-77.294451,35.211569,2635,0.000327 
"37","28524","NC","DAVIS",-76.466398,34.793856,412,0.000051 
"37","28525","NC","DEEP RUN",-77.697009,35.120827,3013,0.000374 
"37","28526","NC","DOVER",-77.399371,35.248669,2486,0.000309 
"37","28527","NC","ERNUL",-77.03213,35.239598,938,0.000117 
"37","28528","NC","GLOUCESTER",-76.539565,34.730357,530,0.000066 
"37","28529","NC","GRANTSBORO",-76.857169,35.093878,1953,0.000243 
"37","28530","NC","GRIFTON",-77.428918,35.374011,6147,0.000764 
"37","28531","NC","HARKERS ISLAND",-76.557578,34.697295,1525,0.000189 
"37","28532","NC","HAVELOCK",-76.889684,34.894283,27435,0.003408 
"37","28537","NC","HOBUCKEN",-76.567453,35.250525,216,0.000027 
"37","28538","NC","HOOKERTON",-77.573562,35.420927,2341,0.000291 
"37","28539","NC","HUBERT",-77.213128,34.695831,12507,0.001554 
"37","28540","NC","JACKSONVILLE",-77.466246,34.758556,45074,0.0056 
"37","28543","NC","TARAWA TERRACE",-77.382797,34.735583,6401,0.000795 
"37","28544","NC","MIDWAY PARK",-77.324258,34.727794,6371,0.000791 
"37","28546","NC","JACKSONVILLE",-77.373229,34.773038,31572,0.003922 
"37","28547","NC","CAMP LEJEUNE",-77.348061,34.669648,21632,0.002687 
"37","28551","NC","LA GRANGE",-77.779164,35.322701,12329,0.001532 
"37","28552","NC","LOWLAND",-76.574592,35.303425,318,0.00004 
"37","28553","NC","MARSHALLBERG",-76.517452,34.727441,528,0.000066 
"37","28554","NC","MAURY",-77.604012,35.486546,1521,0.000189 
"37","28555","NC","MAYSVILLE",-77.232843,34.866046,4528,0.000563 
"37","28556","NC","MERRITT",-76.688716,35.127798,1078,0.000134 
"37","28557","NC","MOREHEAD CITY",-76.754696,34.733189,13164,0.001635 
"37","28560","NC","NEW BERN",-77.018057,35.099053,25588,0.003179 
"37","28562","NC","NEW BERN",-77.101727,35.097569,27949,0.003472 
"37","28570","NC","NEWPORT",-76.879601,34.765429,18364,0.002281 
"37","28571","NC","ORIENTAL",-76.698831,35.042207,2498,0.00031 
"37","28572","NC","PINK HILL",-77.736584,35.022127,5826,0.000724 
"37","28573","NC","POLLOCKSVILLE",-77.225326,35.003885,2059,0.000256 
"37","28574","NC","RICHLANDS",-77.579957,34.862111,9869,0.001226 
"37","28575","NC","SALTER PATH",-76.886853,34.688946,134,0.000017 
"37","28577","NC","SEALEVEL",-76.387225,34.867797,461,0.000057 
"37","28578","NC","SEVEN SPRINGS",-77.882159,35.200013,4209,0.000523 
"37","28579","NC","SMYRNA",-76.523205,34.757107,390,0.000048 
"37","28580","NC","SNOW HILL",-77.693186,35.43909,8816,0.001095 
"37","28581","NC","STACY",-76.427124,34.84713,206,0.000026 
"37","28582","NC","STELLA",-77.143593,34.759244,1178,0.000146 
"37","28584","NC","SWANSBORO",-77.10416,34.70472,7705,0.000957 
"37","28585","NC","TRENTON",-77.411354,35.055668,4199,0.000522 
"37","28586","NC","VANCEBORO",-77.162545,35.309551,6928,0.000861 
"37","28589","NC","WILLISTON",-76.508455,34.790733,296,0.000037 
"37","28590","NC","WINTERVILLE",-77.395098,35.53717,13365,0.00166 
"37","28594","NC","EMERALD ISLE",-77.037877,34.663404,3501,0.000435 
"37","285XX","NC","285XX",-76.577289,34.873178,41,5E-6 
"37","28601","NC","HICKORY",-81.323585,35.760743,46176,0.005737 
"37","28602","NC","HICKORY",-81.367999,35.695819,27482,0.003414 
"37","28604","NC","BANNER ELK",-81.843986,36.16926,5466,0.000679 
"37","28605","NC","BLOWING ROCK",-81.676839,36.141902,3280,0.000407 
"37","28606","NC","BOOMER",-81.301878,36.064251,1929,0.00024 
"37","28607","NC","BOONE",-81.664379,36.213502,27143,0.003372 
"37","28609","NC","CATAWBA",-81.059907,35.680497,5513,0.000685 
"37","28610","NC","CLAREMONT",-81.140089,35.727715,8620,0.001071 
"37","28611","NC","COLLETTSVILLE",-81.722101,35.991786,584,0.000073 
"37","28612","NC","CONNELLYS SPRING",-81.497447,35.7061,12324,0.001531 
"37","28613","NC","CONOVER",-81.216294,35.736889,20115,0.002499 
"37","28615","NC","CRESTON",-81.657221,36.447891,1987,0.000247 
"37","28616","NC","CROSSNORE",-81.924175,36.027245,441,0.000055 
"37","28617","NC","CRUMPLER",-81.396487,36.474865,2311,0.000287 
"37","28618","NC","DEEP GAP",-81.515878,36.214693,1825,0.000227 
"37","28619","NC","DREXEL",-81.602002,35.759923,1162,0.000144 
"37","28621","NC","ELKIN",-80.844771,36.285847,10357,0.001287 
"37","28622","NC","ELK PARK",-81.955567,36.184389,2457,0.000305 
"37","28623","NC","ENNICE",-80.974436,36.529347,1642,0.000204 
"37","28624","NC","FERGUSON",-81.391639,36.119558,1371,0.00017 
"37","28625","NC","28625",-80.881881,35.834293,30999,0.003851 
"37","28626","NC","FLEETWOOD",-81.508232,36.293896,1818,0.000226 
"37","28627","NC","GLADE VALLEY",-81.011762,36.446853,1405,0.000175 
"37","28629","NC","GLENDALE SPRINGS",-81.369681,36.338114,53,7E-6 
"37","28630","NC","GRANITE FALLS",-81.436587,35.815713,17116,0.002126 
"37","28631","NC","GRASSY CREEK",-81.422596,36.555055,511,0.000063 
"37","28634","NC","HARMONY",-80.767534,35.966598,5217,0.000648 
"37","28635","NC","HAYS",-81.118128,36.27873,3451,0.000429 
"37","28636","NC","HIDDENITE",-81.073711,35.924649,4772,0.000593 
"37","28637","NC","HILDEBRAN",-81.419864,35.717814,1537,0.000191 
"37","28638","NC","HUDSON",-81.483091,35.840431,12125,0.001506 
"37","28640","NC","JEFFERSON",-81.433406,36.413842,4079,0.000507 
"37","28642","NC","JONESVILLE",-80.829513,36.222578,5466,0.000679 
"37","28643","NC","LANSING",-81.520063,36.522209,3052,0.000379 
"37","28644","NC","LAUREL SPRINGS",-81.272022,36.43375,1478,0.000184 
"37","28645","NC","LENOIR",-81.542688,35.911958,46477,0.005774 
"37","28646","NC","LINVILLE",-81.871597,36.073824,230,0.000029 
"37","28649","NC","MC GRADY",-81.208583,36.319326,875,0.000109 
"37","28650","NC","MAIDEN",-81.168718,35.577371,10172,0.001264 
"37","28651","NC","MILLERS CREEK",-81.247744,36.216712,6139,0.000763 
"37","28654","NC","MORAVIAN FALLS",-81.17713,36.078113,2865,0.000356 
"37","28655","NC","MORGANTON",-81.71302,35.732896,54898,0.00682 
"37","28657","NC","FRANK",-81.9519,36.047379,10245,0.001273 
"37","28658","NC","NEWTON",-81.233447,35.650072,24978,0.003103 
"37","28659","NC","NORTH WILKESBORO",-81.128859,36.188037,21559,0.002678 
"37","28660","NC","OLIN",-80.85248,35.965999,1578,0.000196 
"37","28662","NC","PINEOLA",-81.859362,36.016816,54,7E-6 
"37","28663","NC","PINEY CREEK",-81.301559,36.540055,580,0.000072 
"37","28665","NC","PURLEAR",-81.329302,36.188971,2488,0.000309 
"37","28666","NC","ICARD",-81.472118,35.723854,530,0.000066 
"37","28668","NC","ROARING GAP",-81.007027,36.388603,142,0.000018 
"37","28669","NC","ROARING RIVER",-80.994444,36.236824,2961,0.000368 
"37","28670","NC","RONDA",-80.926156,36.210746,2998,0.000372 
"37","28671","NC","RUTHERFORD COLLE",-81.530216,35.751885,482,0.00006 
"37","28673","NC","SHERRILLS FORD",-81.002796,35.592168,4155,0.000516 
"37","28675","NC","SPARTA",-81.125403,36.504874,6110,0.000759 
"37","28676","NC","STATE ROAD",-80.863853,36.326905,3047,0.000379 
"37","28677","NC","STATESVILLE",-80.903439,35.763956,31937,0.003968 
"37","28678","NC","STONY POINT",-81.05683,35.850249,4637,0.000576 
"37","28679","NC","SUGAR GROVE",-81.828208,36.251149,1534,0.000191 
"37","28681","NC","TAYLORSVILLE",-81.216474,35.895253,24165,0.003002 
"37","28682","NC","TERRELL",-80.965983,35.584923,860,0.000107 
"37","28683","NC","THURMOND",-80.913991,36.369732,1611,0.0002 
"37","28684","NC","TODD",-81.603885,36.337105,2158,0.000268 
"37","28685","NC","TRAPHILL",-81.021253,36.332222,2009,0.00025 
"37","28689","NC","UNION GROVE",-80.900748,36.037813,1742,0.000216 
"37","28690","NC","VALDESE",-81.57496,35.741428,9603,0.001193 
"37","28692","NC","VILAS",-81.786144,36.267413,3482,0.000433 
"37","28693","NC","WARRENSVILLE",-81.553679,36.471053,1782,0.000221 
"37","28694","NC","WEST JEFFERSON",-81.481613,36.376221,6752,0.000839 
"37","28697","NC","WILKESBORO",-81.171296,36.137072,12222,0.001518 
"37","28698","NC","ZIONVILLE",-81.738784,36.310845,2258,0.000281 
"37","28701","NC","ALEXANDER",-82.634315,35.704234,3110,0.000386 
"37","28702","NC","ALMOND",-83.581545,35.40406,28,3E-6 
"37","28704","NC","ARDEN",-82.533565,35.464465,14782,0.001836 
"37","28705","NC","BAKERSVILLE",-82.166458,36.031192,5626,0.000699 
"37","28707","NC","BALSAM",-83.078585,35.419881,49,6E-6 
"37","28708","NC","BALSAM GROVE",-82.887198,35.228502,572,0.000071 
"37","28709","NC","BARNARDSVILLE",-82.416354,35.778617,1647,0.000205 
"37","28710","NC","BAT CAVE",-82.287385,35.460485,176,0.000022 
"37","28711","NC","BLACK MOUNTAIN S",-82.323063,35.613674,11826,0.001469 
"37","28712","NC","BREVARD",-82.748652,35.201827,17454,0.002168 
"37","28713","NC","BRYSON CITY",-83.457602,35.408315,8286,0.001029 
"37","28714","NC","BURNSVILLE",-82.291509,35.900173,15661,0.001946 
"37","28715","NC","CANDLER",-82.70122,35.539383,22256,0.002765 
"37","28716","NC","CANTON",-82.843523,35.51415,17019,0.002114 
"37","28717","NC","CASHIERS",-83.099699,35.104545,1537,0.000191 
"37","28718","NC","CEDAR MOUNTAIN",-82.627716,35.147816,337,0.000042 
"37","28719","NC","CHEROKEE",-83.302576,35.492956,6429,0.000799 
"37","28721","NC","CLYDE",-82.924158,35.560787,8256,0.001026 
"37","28722","NC","COLUMBUS",-82.15122,35.236389,5438,0.000676 
"37","28723","NC","CULLOWHEE",-83.166195,35.291813,8655,0.001075 
"37","28725","NC","DILLSBORO",-83.25296,35.372013,94,0.000012 
"37","28726","NC","EAST FLAT ROCK",-82.417602,35.283879,3021,0.000375 
"37","28729","NC","ETOWAH",-82.600707,35.31353,2672,0.000332 
"37","28730","NC","FAIRVIEW",-82.390328,35.525218,8188,0.001017 
"37","28731","NC","FLAT ROCK",-82.406142,35.283914,6361,0.00079 
"37","28732","NC","FLETCHER",-82.489491,35.441273,12083,0.001501 
"37","28733","NC","FONTANA DAM",-83.825253,35.434117,27,3E-6 
"37","28734","NC","FRANKLIN",-83.387745,35.181061,23109,0.002871 
"37","28735","NC","GERTON",-82.352555,35.478435,167,0.000021 
"37","28736","NC","GLENVILLE",-83.115339,35.173476,643,0.00008 
"37","28739","NC","HENDERSONVILLE",-82.506434,35.296803,17515,0.002176 
"37","28740","NC","GREENMOUNTAIN",-82.285599,36.017396,2386,0.000296 
"37","28741","NC","HIGHLANDS",-83.216449,35.058395,3444,0.000428 
"37","28742","NC","HORSE SHOE",-82.595215,35.368507,6177,0.000767 
"37","28743","NC","HOT SPRINGS",-82.863057,35.842475,2390,0.000297 
"37","28745","NC","LAKE JUNALUSKA",-82.970344,35.524895,563,0.00007 
"37","28746","NC","LAKE LURE",-82.18277,35.452228,2154,0.000268 
"37","28747","NC","LAKE TOXAWAY",-82.919083,35.145829,1918,0.000238 
