27888,2574,-77.715950012207,35.5892753601074,3
27889,26959,-77.012336730957,35.5823211669922,3
27886,21370,-77.5116577148438,35.9045333862305,1
27884,916,-77.2666320800781,35.7035217285156,1
27885,1251,-76.2858581542969,35.3864135742188,3
27882,7227,-78.1156005859375,35.9416542053223,2
27883,3507,-77.8036956787109,35.6005363464355,7
27880,3518,-78.0805892944336,35.7307357788086,2
27881,159,-77.4365692138672,35.9784126281738,1
27284,50981,-80.0818634033203,36.1161193847656,13
27281,3171,-79.625114440918,35.187442779541,8
27282,17168,-79.9282836914062,35.988956451416,13
27283,2782,-79.6354217529297,35.951473236084,6
27288,23329,-79.7500152587891,36.4976463317871,6
28107,7047,-80.5180358886719,35.2529640197754,9
28104,30750,-80.6928329467773,35.0605697631836,9
28105,42704,-80.7135009765625,35.1154327392578,12
28102,87,-79.9722671508789,34.818431854248,9
28103,10727,-80.3513107299805,34.9989318847656,9
28101,751,-81.0780639648438,35.2580986022949,10
28108,101,-80.6811447143555,34.9347877502441,9
28109,361,-80.2885284423828,35.4969673156738,8
28448,1045,-78.3631744384766,34.5201568603516,9
27832,2849,-77.7401275634766,36.5198097229004,1
27831,3533,-77.570556640625,36.4630851745605,1
27830,4808,-77.950309753418,35.5641670227051,7
27837,6602,-77.2045974731445,35.5138664245605,3
28539,15344,-77.2030639648438,34.6941413879395,3
27834,54990,-77.3791885375977,35.6572952270508,3
28537,86,-76.5258102416992,35.2376823425293,3
27839,3793,-77.5568771362305,36.284912109375,1
28533,2110,-76.9014739990234,34.9028701782227,3
28532,23840,-76.8907852172852,34.8960113525391,3
28531,1637,-76.5555648803711,34.6980400085449,3
28530,6588,-77.4152984619141,35.3747673034668,3
27370,14185,-79.97802734375,35.8092803955078,6
27371,8902,-79.968147277832,35.4068565368652,8
27408,18059,-79.8137130737305,36.1036682128906,13
27409,16902,-79.939826965332,36.1037292480469,13
27376,9108,-79.5350570678711,35.2391662597656,8
27377,7752,-79.6086883544922,36.0426979064941,6
27379,5566,-79.3345108032227,36.3740997314453,6
27401,21227,-79.7651596069336,36.0691452026367,13
27406,58381,-79.7646789550781,36.0005416870117,13
27407,50279,-79.8781585693359,36.0085983276367,13
27405,46326,-79.7370300292969,36.1149215698242,13
27278,25112,-79.0869293212891,36.0901947021484,4
28725,32,-83.2550811767578,35.3666458129883,11
28806,40326,-82.6147308349609,35.5719718933105,11
28655,55053,-81.7498626708984,35.7632675170898,11
27536,16160,-78.4091262817383,36.326732635498,1
27537,25678,-78.3978805541992,36.3717994689941,2
27534,32948,-77.8966674804688,35.373477935791,7
28031,25834,-80.9003601074219,35.472095489502,12
28036,16009,-80.7925415039062,35.4805488586426,13
28037,18822,-81.0184860229492,35.4954872131348,10
27530,39504,-78.0625152587891,35.3811721801758,7
27531,466,-77.9644088745117,35.3429946899414,7
28403,40045,-77.8806304931641,34.2216911315918,7
28401,22175,-77.9620208740234,34.272144317627,7
28039,103,-80.4374237060547,35.6788368225098,8
28405,30675,-77.8663787841797,34.26318359375,7
27539,22099,-78.8134460449219,35.6765365600586,4
27305,1982,-79.233757019043,36.5268058776855,6
27306,6034,-79.9801864624023,35.225227355957,9
27301,8625,-79.665657043457,36.1135101318359,6
27302,28686,-79.2661819458008,36.1420288085938,6
28393,1468,-78.1894836425781,34.981086730957,7
28392,1331,-78.8009567260742,34.7353286743164,9
28391,5430,-78.6987991333008,35.0216293334961,9
28390,23265,-78.9559707641602,35.2194862365723,8
28396,2986,-79.3974838256836,34.9141616821289,9
27909,40050,-76.2687377929688,36.2886047363281,3
28394,5428,-79.2415390014648,35.2174491882324,8
28399,1878,-78.7090148925781,34.7845230102539,9
28398,7379,-78.0641479492188,34.9897766113281,7
27712,20710,-78.9040832519531,36.0954742431641,1
27713,50295,-78.9237442016602,35.8950386047363,6
28425,11842,-77.8962783813477,34.5620536804199,7
28717,1965,-83.0933685302734,35.0494613647461,11
28716,17025,-82.8479461669922,35.4393310546875,11
28715,25243,-82.7117004394531,35.5119667053223,11
28714,16350,-82.3041152954102,35.8894538879395,11
28713,8698,-83.4959869384766,35.3734931945801,11
28244,0,-80.8430938720703,35.2246055603027,12
28711,13121,-82.2918548583984,35.6052703857422,11
28723,10151,-83.0261306762695,35.3142051696777,11
28719,8335,-83.3341598510742,35.5178871154785,11
28718,300,-82.6349334716797,35.1591720581055,11
28086,25261,-81.3778305053711,35.2442436218262,10
28083,24270,-80.5806655883789,35.4896011352539,8
28424,53,-78.6996841430664,34.2902870178223,7
28081,26798,-80.6701736450195,35.502815246582,8
28080,8078,-81.1056823730469,35.4567451477051,10
28326,20358,-79.1546859741211,35.2690467834473,8
28327,15394,-79.4164962768555,35.3546142578125,8
28325,503,-78.1041412353516,35.153923034668,7
28323,3769,-78.8343734741211,35.3147926330566,2
28089,237,-81.6595764160156,35.3182334899902,10
28088,2975,-80.6146469116211,35.5442771911621,8
28720,68,-82.2536544799805,35.4507522583008,10
28420,3464,-78.4838485717773,34.0736770629883,7
28423,2560,-78.3933486938477,34.3086585998535,7
28422,7725,-78.1893157958984,34.0263710021973,7
27053,2879,-80.3478469848633,36.4742774963379,5
27009,2402,-80.0786590576172,36.2309303283691,5
27006,14136,-80.4402618408203,35.9390029907227,13
27007,2195,-80.5884704589844,36.389720916748,5
28663,549,-81.3094100952148,36.5320281982422,5
28662,0,-81.8991241455078,36.0215148925781,5
28660,2406,-80.8562469482422,35.9686164855957,13
28667,441,-81.426155090332,35.7714538574219,11
28666,455,-81.4706649780273,35.725269317627,11
28665,2377,-81.3754730224609,36.2098350524902,5
27541,3931,-79.0832138061523,36.2648620605469,6
28669,2557,-80.9898147583008,36.223445892334,5
28668,390,-80.9904861450195,36.407054901123,5
28146,26666,-80.3933486938477,35.6192436218262,13
28147,25876,-80.5630187988281,35.6810607910156,13
28144,25039,-80.4647903442383,35.7066841125488,13
27876,1562,-77.3913345336914,36.471996307373,1
27875,272,-76.5046691894531,35.4557075500488,3
27874,4417,-77.3932266235352,36.1301078796387,1
27873,493,-77.7752304077148,35.6535911560059,1
27872,349,-77.2538681030273,36.192756652832,1
27871,3878,-77.2605667114258,35.8020706176758,3
27870,26918,-77.7157592773438,36.4189338684082,1
27879,256,-77.2794876098633,35.574390411377,3
27878,2037,-77.8349304199219,35.8668785095215,2
28009,1092,-80.1071929931641,35.407844543457,8
28555,4790,-77.2218627929688,34.8633651733398,3
28554,274,-77.5861206054688,35.4784812927246,3
28348,33606,-78.9270172119141,34.9149742126465,9
28557,14464,-76.7492294311523,34.7389602661133,3
28556,1295,-76.6255798339844,35.1140022277832,3
27022,1524,-80.2156066894531,36.5121650695801,5
27979,1787,-76.560676574707,36.436767578125,1
28766,1043,-82.6198348999023,35.2510414123535,11
28560,27892,-76.9776077270508,35.126708984375,3
28553,312,-76.5123748779297,34.7295989990234,3
28449,1902,-77.9337463378906,33.9788093566895,7
28349,4085,-77.9270553588867,34.9811592102051,7
28447,1932,-78.2773284912109,34.6222953796387,7
28445,7148,-77.5563201904297,34.4839668273926,7
28444,1685,-78.3199615478516,34.688304901123,9
28443,18539,-77.6757125854492,34.4450378417969,7
28442,1608,-78.6134262084961,34.2829246520996,7
28441,3901,-78.4274139404297,34.8114624023438,9
28657,9394,-81.9424285888672,36.0219917297363,11
27572,7357,-78.8774948120117,36.2551078796387,6
27028,26050,-80.5804443359375,35.9227714538574,13
27571,5186,-78.4580383300781,35.919490814209,2
27576,17111,-78.2613143920898,35.577522277832,7
27577,24671,-78.332893371582,35.4896392822266,7
27574,14742,-78.8649139404297,36.4783592224121,6
27349,6227,-79.4160614013672,35.9013137817383,6
28906,18542,-84.1385955810547,35.1001358032227,11
28379,25141,-79.7786331176758,34.9302787780762,9
27341,6287,-79.6959075927734,35.5237579345703,8
27340,68,-79.3171691894531,35.945873260498,6
27343,1635,-79.0914764404297,36.5037269592285,6
27344,18546,-79.4336929321289,35.7222633361816,6
27229,3948,-79.7757339477539,35.2656326293945,8
28651,7037,-81.3087844848633,36.3062133789062,5
28692,3978,-81.8084869384766,36.2675361633301,5
28693,1450,-81.5590057373047,36.4717712402344,5
28690,8858,-81.5742263793945,35.7327346801758,11
28697,12916,-81.1657180786133,36.1340065002441,5
28694,7298,-81.468017578125,36.3663368225098,5
27617,16503,-78.7729568481445,35.9078750610352,4
27616,48004,-78.5413055419922,35.8665161132812,4
27615,42421,-78.6354827880859,35.8984985351562,4
27614,32948,-78.6194915771484,35.9459266662598,2
27613,43845,-78.7114105224609,35.9261016845703,4
27612,36245,-78.7070388793945,35.8557548522949,4
27610,73830,-78.5462799072266,35.7444000244141,4
28363,1446,-79.5546646118164,34.9607810974121,9
