GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US28429,28429,ZCTA5 28429,8697,952
8600000US28430,28430,ZCTA5 28430,1479,323
8600000US28431,28431,ZCTA5 28431,6704,752
8600000US28432,28432,ZCTA5 28432,2370,515
8600000US28433,28433,ZCTA5 28433,4935,716
8600000US28434,28434,ZCTA5 28434,1177,267
8600000US28435,28435,ZCTA5 28435,2363,398
8600000US28436,28436,ZCTA5 28436,1972,344
8600000US28438,28438,ZCTA5 28438,1667,318
8600000US28439,28439,ZCTA5 28439,1688,300
8600000US28441,28441,ZCTA5 28441,3901,607
8600000US28442,28442,ZCTA5 28442,1608,329
8600000US28443,28443,ZCTA5 28443,18539,975
8600000US28444,28444,ZCTA5 28444,1685,427
8600000US28445,28445,ZCTA5 28445,7148,799
8600000US28447,28447,ZCTA5 28447,1932,514
8600000US28448,28448,ZCTA5 28448,1045,356
8600000US28449,28449,ZCTA5 28449,1902,312
8600000US28450,28450,ZCTA5 28450,2548,331
8600000US28451,28451,ZCTA5 28451,30879,1070
8600000US28452,28452,ZCTA5 28452,977,353
8600000US28453,28453,ZCTA5 28453,4244,718
8600000US28454,28454,ZCTA5 28454,2087,557
8600000US28455,28455,ZCTA5 28455,1684,426
8600000US28456,28456,ZCTA5 28456,3626,546
8600000US28457,28457,ZCTA5 28457,10248,973
8600000US28458,28458,ZCTA5 28458,6672,791
8600000US28460,28460,ZCTA5 28460,9966,909
8600000US28461,28461,ZCTA5 28461,17230,578
8600000US28462,28462,ZCTA5 28462,11541,662
8600000US28463,28463,ZCTA5 28463,9351,649
8600000US28464,28464,ZCTA5 28464,2121,548
8600000US28465,28465,ZCTA5 28465,6781,296
8600000US28466,28466,ZCTA5 28466,10880,906
8600000US28467,28467,ZCTA5 28467,9519,741
8600000US28468,28468,ZCTA5 28468,4434,332
8600000US28469,28469,ZCTA5 28469,6129,677
8600000US28470,28470,ZCTA5 28470,11026,841
8600000US28472,28472,ZCTA5 28472,20026,1048
8600000US28478,28478,ZCTA5 28478,4360,547
8600000US28479,28479,ZCTA5 28479,5927,698
8600000US28480,28480,ZCTA5 28480,2540,16
8600000US28501,28501,ZCTA5 28501,19849,910
8600000US28504,28504,ZCTA5 28504,21538,1078
8600000US28508,28508,ZCTA5 28508,2750,820
8600000US28510,28510,ZCTA5 28510,1285,202
8600000US28511,28511,ZCTA5 28511,672,128
8600000US28512,28512,ZCTA5 28512,3190,273
8600000US28513,28513,ZCTA5 28513,10263,707
8600000US28515,28515,ZCTA5 28515,2537,307
8600000US28516,28516,ZCTA5 28516,11204,503
8600000US28518,28518,ZCTA5 28518,8562,846
8600000US28519,28519,ZCTA5 28519,295,123
8600000US28520,28520,ZCTA5 28520,413,163
8600000US28521,28521,ZCTA5 28521,2270,426
8600000US28523,28523,ZCTA5 28523,2704,441
8600000US28524,28524,ZCTA5 28524,352,186
8600000US28525,28525,ZCTA5 28525,3127,642
8600000US28526,28526,ZCTA5 28526,2597,618
8600000US28527,28527,ZCTA5 28527,1288,408
8600000US28528,28528,ZCTA5 28528,765,222
8600000US28529,28529,ZCTA5 28529,2354,369
8600000US28530,28530,ZCTA5 28530,6588,659
8600000US28531,28531,ZCTA5 28531,1637,279
8600000US28532,28532,ZCTA5 28532,23840,682
8600000US28533,28533,ZCTA5 28533,2110,394
8600000US28537,28537,ZCTA5 28537,86,66
8600000US28538,28538,ZCTA5 28538,2456,591
8600000US28539,28539,ZCTA5 28539,15344,1099
8600000US28540,28540,ZCTA5 28540,49097,1903
8600000US28543,28543,ZCTA5 28543,5197,414
8600000US28544,28544,ZCTA5 28544,5211,570
8600000US28546,28546,ZCTA5 28546,46041,1926
8600000US28547,28547,ZCTA5 28547,19194,926
8600000US28551,28551,ZCTA5 28551,15185,1158
8600000US28552,28552,ZCTA5 28552,138,106
8600000US28553,28553,ZCTA5 28553,312,162
8600000US28554,28554,ZCTA5 28554,274,166
8600000US28555,28555,ZCTA5 28555,4790,572
8600000US28556,28556,ZCTA5 28556,1295,328
8600000US28557,28557,ZCTA5 28557,14464,483
8600000US28560,28560,ZCTA5 28560,27892,1183
8600000US28562,28562,ZCTA5 28562,38370,1189
8600000US28570,28570,ZCTA5 28570,22340,712
8600000US28571,28571,ZCTA5 28571,2781,324
8600000US28572,28572,ZCTA5 28572,7300,1309
8600000US28573,28573,ZCTA5 28573,2475,298
8600000US28574,28574,ZCTA5 28574,16354,1317
8600000US28575,28575,ZCTA5 28575,515,139
8600000US28577,28577,ZCTA5 28577,427,135
8600000US28578,28578,ZCTA5 28578,5686,1083
8600000US28579,28579,ZCTA5 28579,548,204
8600000US28580,28580,ZCTA5 28580,12583,651
8600000US28581,28581,ZCTA5 28581,214,192
8600000US28582,28582,ZCTA5 28582,2440,543
8600000US28583,28583,ZCTA5 28583,215,89
8600000US28584,28584,ZCTA5 28584,11442,650
8600000US28585,28585,ZCTA5 28585,3835,298
8600000US28586,28586,ZCTA5 28586,7942,874
8600000US28587,28587,ZCTA5 28587,353,126
8600000US28589,28589,ZCTA5 28589,281,131
8600000US28590,28590,ZCTA5 28590,24658,1399
8600000US28594,28594,ZCTA5 28594,3708,26
8600000US28601,28601,ZCTA5 28601,48910,1275
8600000US28602,28602,ZCTA5 28602,29442,1160
8600000US28604,28604,ZCTA5 28604,6599,475
8600000US28605,28605,ZCTA5 28605,3595,492
8600000US28606,28606,ZCTA5 28606,1949,463
8600000US28607,28607,ZCTA5 28607,34551,781
8600000US28609,28609,ZCTA5 28609,6230,685
8600000US28610,28610,ZCTA5 28610,9867,957
8600000US28611,28611,ZCTA5 28611,1436,477
8600000US28612,28612,ZCTA5 28612,12485,748
8600000US28613,28613,ZCTA5 28613,23746,1176
8600000US28615,28615,ZCTA5 28615,1827,274
8600000US28616,28616,ZCTA5 28616,463,215
8600000US28617,28617,ZCTA5 28617,2986,505
8600000US28618,28618,ZCTA5 28618,2080,342
8600000US28619,28619,ZCTA5 28619,1331,278
8600000US28621,28621,ZCTA5 28621,10942,603
8600000US28622,28622,ZCTA5 28622,1810,347
8600000US28623,28623,ZCTA5 28623,1645,307
8600000US28624,28624,ZCTA5 28624,1791,471
8600000US28625,28625,ZCTA5 28625,38422,1225
8600000US28626,28626,ZCTA5 28626,2472,459
8600000US28627,28627,ZCTA5 28627,1264,304
8600000US28628,28628,ZCTA5 28628,339,143
8600000US28629,28629,ZCTA5 28629,7,13
8600000US28630,28630,ZCTA5 28630,20224,1027
8600000US28631,28631,ZCTA5 28631,643,230
8600000US28634,28634,ZCTA5 28634,5690,757
8600000US28635,28635,ZCTA5 28635,4534,727
8600000US28636,28636,ZCTA5 28636,4829,596
8600000US28637,28637,ZCTA5 28637,1770,324
8600000US28638,28638,ZCTA5 28638,11324,765
8600000US28640,28640,ZCTA5 28640,4712,596
8600000US28642,28642,ZCTA5 28642,5887,649
8600000US28643,28643,ZCTA5 28643,3830,450
8600000US28644,28644,ZCTA5 28644,906,277
8600000US28645,28645,ZCTA5 28645,46312,1119
8600000US28646,28646,ZCTA5 28646,534,189
8600000US28647,28647,ZCTA5 28647,190,149
8600000US28649,28649,ZCTA5 28649,1397,449
8600000US28650,28650,ZCTA5 28650,11475,741
8600000US28651,28651,ZCTA5 28651,7037,833
8600000US28652,28652,ZCTA5 28652,104,156
8600000US28654,28654,ZCTA5 28654,3656,700
8600000US28655,28655,ZCTA5 28655,55053,846
8600000US28657,28657,ZCTA5 28657,9394,630
8600000US28658,28658,ZCTA5 28658,26344,921
8600000US28659,28659,ZCTA5 28659,20251,1135
8600000US28660,28660,ZCTA5 28660,2406,490
8600000US28662,28662,ZCTA5 28662,0,12
8600000US28663,28663,ZCTA5 28663,549,157
8600000US28665,28665,ZCTA5 28665,2377,392
8600000US28666,28666,ZCTA5 28666,455,333
8600000US28667,28667,ZCTA5 28667,441,131
8600000US28668,28668,ZCTA5 28668,390,223
8600000US28669,28669,ZCTA5 28669,2557,432
8600000US28670,28670,ZCTA5 28670,3223,728
8600000US28671,28671,ZCTA5 28671,551,161
8600000US28672,28672,ZCTA5 28672,0,12
8600000US28673,28673,ZCTA5 28673,5696,735
8600000US28675,28675,ZCTA5 28675,6618,384
8600000US28676,28676,ZCTA5 28676,3578,374
8600000US28677,28677,ZCTA5 28677,33789,1067
8600000US28678,28678,ZCTA5 28678,5470,736
8600000US28679,28679,ZCTA5 28679,1879,337
8600000US28681,28681,ZCTA5 28681,27302,878
8600000US28682,28682,ZCTA5 28682,1074,249
8600000US28683,28683,ZCTA5 28683,1736,388
8600000US28684,28684,ZCTA5 28684,2337,443
8600000US28685,28685,ZCTA5 28685,1661,347
8600000US28689,28689,ZCTA5 28689,1290,206
8600000US28690,28690,ZCTA5 28690,8858,484
8600000US28692,28692,ZCTA5 28692,3978,539
8600000US28693,28693,ZCTA5 28693,1450,428
8600000US28694,28694,ZCTA5 28694,7298,677
8600000US28697,28697,ZCTA5 28697,12916,889
8600000US28698,28698,ZCTA5 28698,2015,338
8600000US28701,28701,ZCTA5 28701,3644,630
8600000US28702,28702,ZCTA5 28702,669,248
8600000US28704,28704,ZCTA5 28704,20391,1334
8600000US28705,28705,ZCTA5 28705,6915,416
8600000US28707,28707,ZCTA5 28707,78,65
8600000US28708,28708,ZCTA5 28708,701,285
8600000US28709,28709,ZCTA5 28709,2416,372
8600000US28711,28711,ZCTA5 28711,13121,800
8600000US28712,28712,ZCTA5 28712,18802,664
8600000US28713,28713,ZCTA5 28713,8698,398
8600000US28714,28714,ZCTA5 28714,16350,307
8600000US28715,28715,ZCTA5 28715,25243,1003
8600000US28716,28716,ZCTA5 28716,17025,764
8600000US28717,28717,ZCTA5 28717,1965,490
8600000US28718,28718,ZCTA5 28718,300,144
8600000US28719,28719,ZCTA5 28719,8335,597
8600000US28720,28720,ZCTA5 28720,68,33
8600000US28721,28721,ZCTA5 28721,10352,643
8600000US28722,28722,ZCTA5 28722,6624,497
8600000US28723,28723,ZCTA5 28723,10151,638
8600000US28725,28725,ZCTA5 28725,32,44
8600000US28726,28726,ZCTA5 28726,2252,458
8600000US28729,28729,ZCTA5 28729,3182,564
8600000US28730,28730,ZCTA5 28730,9211,938
8600000US28731,28731,ZCTA5 28731,7910,998
8600000US28732,28732,ZCTA5 28732,16848,791
8600000US28733,28733,ZCTA5 28733,40,45
8600000US28734,28734,ZCTA5 28734,26513,497
8600000US28735,28735,ZCTA5 28735,255,120
8600000US28736,28736,ZCTA5 28736,957,324
8600000US28739,28739,ZCTA5 28739,20041,775
8600000US28740,28740,ZCTA5 28740,1415,324
8600000US28741,28741,ZCTA5 28741,3713,319
8600000US28742,28742,ZCTA5 28742,2746,534
8600000US28743,28743,ZCTA5 28743,2027,211
8600000US28745,28745,ZCTA5 28745,732,310
8600000US28746,28746,ZCTA5 28746,2210,256
8600000US28747,28747,ZCTA5 28747,2174,444
8600000US28748,28748,ZCTA5 28748,12551,1011
8600000US28749,28749,ZCTA5 28749,0,12
8600000US28751,28751,ZCTA5 28751,3204,379
8600000US28752,28752,ZCTA5 28752,30743,775
8600000US28753,28753,ZCTA5 28753,11675,851
8600000US28754,28754,ZCTA5 28754,8358,619
8600000US28756,28756,ZCTA5 28756,4670,624
8600000US28757,28757,ZCTA5 28757,326,128
8600000US28759,28759,ZCTA5 28759,7175,245
8600000US28761,28761,ZCTA5 28761,7748,719
8600000US28762,28762,ZCTA5 28762,6878,498
8600000US28763,28763,ZCTA5 28763,2571,416
8600000US28766,28766,ZCTA5 28766,1043,291
8600000US28768,28768,ZCTA5 28768,7619,572
8600000US28771,28771,ZCTA5 28771,8108,210
8600000US28772,28772,ZCTA5 28772,1311,470
8600000US28773,28773,ZCTA5 28773,2999,563
8600000US28774,28774,ZCTA5 28774,1315,303
8600000US28775,28775,ZCTA5 28775,414,270
8600000US28777,28777,ZCTA5 28777,10401,738
8600000US28778,28778,ZCTA5 28778,10988,936
8600000US28779,28779,ZCTA5 28779,17071,874
8600000US28781,28781,ZCTA5 28781,938,241
8600000US28782,28782,ZCTA5 28782,6439,503
8600000US28783,28783,ZCTA5 28783,1552,366
8600000US28785,28785,ZCTA5 28785,7617,767
8600000US28786,28786,ZCTA5 28786,20320,750
8600000US28787,28787,ZCTA5 28787,19780,1042
8600000US28789,28789,ZCTA5 28789,5013,676
8600000US28790,28790,ZCTA5 28790,3324,462
8600000US28791,28791,ZCTA5 28791,15393,965
8600000US28792,28792,ZCTA5 28792,33622,1266
8600000US28801,28801,ZCTA5 28801,14300,755
8600000US28803,28803,ZCTA5 28803,31478,1474
8600000US28804,28804,ZCTA5 28804,21047,1010
8600000US28805,28805,ZCTA5 28805,18010,1031
8600000US28806,28806,ZCTA5 28806,40326,1521
8600000US28901,28901,ZCTA5 28901,5462,515
8600000US28902,28902,ZCTA5 28902,1476,435
8600000US28904,28904,ZCTA5 28904,8351,520
8600000US28905,28905,ZCTA5 28905,2724,475
8600000US28906,28906,ZCTA5 28906,18542,675
8600000US28909,28909,ZCTA5 28909,1155,408
